defName	label_en	slots	mealKind	contraintes
FlavorText_Fried_MeatRaw_2	fried {0_coll}	0=MeatRaw	MealsDeepFry	
FlavorText_Poutine	poutine	0=MeatRaw 1=Potato 2=Cheese	MealsDeepFry	
FlavorText_SpiceBag	spice bag	0=MeatRaw 1=Potato 2=Chili	MealsDeepFry	
FlavorText_PanDeRegla	pan de regla	0=Grain 1=Dairy 2=Egg	MealsDessert,MealsBake,MealsDumpling,MealsSandwich	
FlavorText_Champurradas	champurradas	0=Corn 1=Egg/Dairy 2=Sugar	MealsDessert,MealsBake	
FlavorText_Fruit_DutchBaby	{1_adj} Dutch baby	0=Egg 1=Fruit	MealsDessert,MealsBake	
FlavorText_Fruit_Souffle	{2_adj} souffle	0=Egg 1=Sugar 2=Fruit	MealsDessert,MealsBake	
FlavorText_Baklava	baklava	0=Flour 1=Sugar 2=Nut	MealsDessert,MealsBake	
FlavorText_CreamPuffs	cream puffs	0=Flour 1=Egg 2=Cream	MealsDessert,MealsBake	
FlavorText_Croissant	croissant	0=Flour 1=Butter	MealsDessert,MealsBake	
FlavorText_Fruit_BrownBetty	{0_adj} Brown Betty	0=Fruit 1=Sugar 2=Wheat	MealsDessert,MealsBake	
FlavorText_Fruit_Buckle	{0_adj} buckle	0=Fruit 1=Egg/Dairy 2=Grain	MealsDessert,MealsBake	
FlavorText_Fruit_Cobbler	{0_adj} cobbler	0=Fruit 1=Dairy 2=Grain	MealsDessert,MealsBake	
FlavorText_Fruit_Crisp	{0_adj} crisp	0=Fruit 1=Sugar 2=Grain	MealsDessert,MealsBake	
FlavorText_Fruit_Crumble	{2_adj} crumble	0=Grain 1=Sugar 2=Fruit	MealsDessert,MealsBake	
FlavorText_Baumkuchen	Baumkuchen	0=Grain 1=AnimalProductRaw	MealsDessert,MealsBake	
FlavorText_Pfeffernsse	pfeffernüsse	0=Grain 1=Spice	MealsDessert,MealsBake	
FlavorText_Pfeffernsse_2	pfeffernüsse	0=Grain 1=Spice 2=Sugar/AnimalProductRaw	MealsDessert,MealsBake	
FlavorText_Revani	revani	0=Grain 1=Sugar 2=Yogurt	MealsDessert,MealsBake	
FlavorText_Scones	scones	0=Grain 1=Sugar/AnimalProductRaw	MealsDessert,MealsBake	
FlavorText_Scones_2	scones	0=Grain 1=Sugar/Fruit 2=AnimalProductRaw	MealsDessert,MealsBake	
FlavorText_Sekerpare	sekerpare	0=Grain 1=Nut 2=Sugar	MealsDessert,MealsBake	
FlavorText_Stollen	stollen	0=Grain 1=Fruit 2=Nut	MealsDessert,MealsBake	
FlavorText_SugarCookies	sugar cookies	0=Grain 1=Sugar 2=Egg	MealsDessert,MealsBake	
FlavorText_Ingredients_Casserole_2	{0_adj} casserole	0=Ingredients 1=Ingredients 2=Ingredients	MealsDessert,MealsBake	
FlavorText_Ingredients_Flan	{0_adj} flan	0=Ingredients 1=Grain 2=Egg	MealsDessert,MealsBake	
FlavorText_Ingredients_Fruit_Crisp	{1_adj} {2_adj} crisp	0=Ingredients 1=Ingredients 2=Fruit	MealsDessert,MealsBake	
FlavorText_PanDulce	pan dulce	0=Wheat 1=Dairy/Egg 2=Sugar	MealsDessert,MealsBake	
FlavorText_SeoritaBread	señorita bread	0=Wheat 1=AnimalProductRaw 2=Sugar	MealsDessert,MealsBake	
FlavorText_HalkaTatlisi	halka tatlisi	0=Grain 1=Sugar	MealsDessert,MealsDeepFry,MealsDumpling	
FlavorText_Lokma	lokma	0=Grain 1=Sugar 2=Lemon	MealsDessert,MealsDeepFry,MealsDumpling	
FlavorText_PisangGoreng	pisang goreng	0=Banana 1=Grain	MealsDessert,MealsDeepFry	
FlavorText_Deep-FriedIceCream	deep-fried ice cream	0=Dairy 1=Grain 2=Sugar	MealsDessert,MealsDeepFry	
FlavorText_Beignets	beignets	0=Flour 1=Egg 2=Milk	MealsDessert,MealsDeepFry	
FlavorText_Champurrado	champurrado	0=Corn 1=Chocolate	MealsDessert,MealsDrink	
FlavorText_Fruit_Fruit_Smoothie	{1_adj} {2_adj} smoothie	0=Dairy 1=Fruit 2=Fruit	MealsDessert,MealsDrink	
FlavorText_BanhPhuThe	bánh phu thê	0=Cassava/Rice 1=Bean 2=Sugar	MealsDessert,MealsDumpling	
FlavorText_Macarons	macarons	0=Egg 1=Almond 2=Sugar	MealsDessert,MealsDumpling	
FlavorText_Eight-Treasure_Rice	eight-treasure {1_coll}	0=Fruit 1=Rice	MealsDessert,MealsNoodle	
