defName	label_en	slots	mealKind	contraintes
FlavorText_HealthyPlantTray	healthy plant tray	0=PlantFoodRaw 1=PlantFoodRaw 2=PlantFoodRaw	MealsPaste	
FlavorText_Powdered_PlantFoodRaw_Balls	powdered {0_adj} balls	0=PlantFoodRaw 1=AnimalProductRaw	MealsPaste	
FlavorText_Mushed_Potato	mushed {0_coll}	0=Potato	MealsPaste	
FlavorText_Rice_Gruel	{0_adj} gruel	0=Rice	MealsPaste	
FlavorText_SoylentYellow	soylent yellow	0=Soybean/Meat_Dryad	MealsPaste	
FlavorText_Sugar_Gel	{0_adj} gel	0=Sugar	MealsPaste	
FlavorText_Vegetable_Paste	{0_adj} paste	0=Vegetable	MealsPaste	
FlavorText_Masticated_Vegetable	masticated {0_coll}	0=Vegetable 1=Vegetable	MealsPaste	
FlavorText_FruitMacedonia	fruit macedonia	0=Fruit 1=Fruit	MealsSalad,MealsDessert	
FlavorText_FruitSalad	fruit salad	0=Fruit 1=Fruit 2=Fruit	MealsSalad,MealsDessert	
FlavorText_PlantFoodRaw_Jelly	{1_adj} jelly	0=AnimalProductRaw 1=PlantFoodRaw	MealsSalad	
FlavorText_Fungus_SaladWith_PlantFoodRaw	{2_adj} salad with {1_coll}	0=Dairy 1=PlantFoodRaw 2=Fungus	MealsSalad	
FlavorText_Potato_SaladWith_PlantFoodRaw	{2_adj} salad with {1_coll}	0=Egg 1=PlantFoodRaw 2=Potato	MealsSalad	
FlavorText_RusticSalad	rustic salad	0=Fruit 1=Fungus	MealsSalad	
FlavorText_WaldorfSalad	Waldorf salad	0=Fruit/Celery/Broccoli 1=Nut/Celery/Broccoli 2=Fruit/Nut/Meat_Poultry	MealsSalad	
FlavorText_ColdNoodleSalad	cold noodle salad	0=Grain 1=Vegetable 2=LeafyVeg	MealsSalad	
FlavorText_Ingredients_PokeBowl	{0_adj} poke bowl	0=Ingredients 1=Ingredients 2=Ingredients	MealsSalad	
