defName	label_en	slots	mealKind	contraintes
FlavorText_CharcuterieBoard	charcuterie board	0=Ingredients 1=MeatRaw 2=MeatRaw	MealsNonSpecial	
FlavorText_Fried_Ingredients	fried {0_coll}	0=Ingredients	MealsNonSpecial	
FlavorText_Jumeok-Bap	jumeok-bap	0=Ingredients 1=Rice	MealsNonSpecial	
FlavorText_Kush	kush	0=Ingredients 1=Corn 2=Onion	MealsNonSpecial	
FlavorText_Norii	norii	0=Kelp	MealsNonSpecial	
FlavorText_Laulau	laulau	0=LeafyVeg 1=MeatRaw/RootVeg	MealsNonSpecial	
FlavorText_Corned_Meat_Cow_And_Cabbage	corned {0_coll} and {1_coll}	0=Meat_Cow 1=Cabbage	MealsNonSpecial	
FlavorText_Estrogonoffe	estrogonoffe	0=Meat_Cow 1=Tomato 2=Dairy	MealsNonSpecial	
FlavorText_JiggsDinner	Jiggs dinner	0=Meat_Cow 1=RootVeg/Cabbage	MealsNonSpecial	
FlavorText_SteakTartare	steak tartare	0=Meat_Cow 1=Egg	MealsNonSpecial	
FlavorText_Gefilte_Meat_Fish	gefilte {0_coll}	0=Meat_Fish 1=Carrot	MealsNonSpecial	
FlavorText_Bobotie	bobotie	0=Meat_Hoofed 1=Egg 2=Condiment	MealsNonSpecial	
FlavorText_Yukhoe	yukhoe	0=Meat_Mammal/Meat_Poultry 1=Pear/Egg/Nut	MealsNonSpecial	
FlavorText_Sisig	sisig	0=Meat_Pig 1=Meat_Poultry	MealsNonSpecial	
FlavorText_Trinxat	trinxat	0=Meat_Pig 1=Potato 2=Cabbage	MealsNonSpecial	
FlavorText_Ceviche	ceviche	0=Meat_Seafood 1=Citrus	MealsNonSpecial	
FlavorText_Cocktail_Meat_Seafood	cocktail {0_coll}	0=Meat_Seafood 1=Tomato	MealsNonSpecial	
FlavorText_TestiKebab	testi kebab	0=Meat_Sheep 1=Onion 2=Tomato/Garlic/BellPepper	MealsNonSpecial	
FlavorText_MidyeDolma	midye dolma	0=Meat_Shellfish 1=Rice 2=Lemon	MealsNonSpecial	
FlavorText_MeatRaw_Fricasee	{0_adj} fricasée	0=MeatRaw 1=Dairy	MealsNonSpecial	
FlavorText_MeatRaw_Hotdish	{0_adj} hotdish	0=MeatRaw 1=PlantFoodRaw 2=Grain	MealsNonSpecial	
FlavorText_MeatRaw_Mincemeat	{0_adj} mincemeat	0=MeatRaw 1=Fruit	MealsNonSpecial	
FlavorText_MeatRaw_Paprikash	{0_adj} paprikash	0=MeatRaw 1=Dairy	MealsNonSpecial	
FlavorText_MeatRaw_Picadillo	{0_adj} picadillo	0=MeatRaw 1=Potato	MealsNonSpecial	
FlavorText_MeatRaw_And_Fungus_SpudPies	{0_sing} and {1_sing} spud pies	0=MeatRaw 1=Fungus 2=Potato	MealsNonSpecial	
FlavorText_MeatRaw_Stuffed_Citrus	{0_sing} stuffed {1_coll}	0=MeatRaw 1=Citrus 2=Nut/Fungus	MealsNonSpecial	
FlavorText_MeatRaw_MeatRaw_BreakfastSausage	{1_adj} {0_adj} breakfast sausage	0=MeatRaw 1=MeatRaw 2=Fruit	MealsNonSpecial	
FlavorText_MeatRaw_BangersAndMash	{1_adj} bangers and mash	0=MeatRaw 1=MeatRaw 2=Potato	MealsNonSpecial	
FlavorText_PlantFoodRaw_Stamppot	{1_adj} stamppot	0=MeatRaw 1=PlantFoodRaw 2=Potato	MealsNonSpecial	
FlavorText_BlackPudding	black pudding	0=MeatRaw 1=Oat	MealsNonSpecial	
FlavorText_Braised_MeatRaw	braised {0_coll}	0=MeatRaw	MealsNonSpecial	
FlavorText_Braised_MeatRaw_WithRum	braised {0_coll} with rum	0=MeatRaw 1=Sugar 2=Fruit	MealsNonSpecial	
FlavorText_ChristmasPudding	christmas pudding	0=MeatRaw 1=Grain 2=Fruit	MealsNonSpecial	
FlavorText_Corned_MeatRaw	corned {0_coll}	0=MeatRaw 1=Spice/Sugar	MealsNonSpecial	
