defName	label_en	slots	mealKind	contraintes
FlavorText_Pastirma	pastirma	0=Meat_Hoofed	MealsGrill	
FlavorText_TurkishKofte	Turkish köfte	0=Meat_Hoofed/Meat_Poultry 1=Onion	MealsGrill	
FlavorText_Meat_Insect_EggsOnAStick	{0_adj} eggs on a stick	0=Meat_Insect	MealsGrill	
FlavorText_GrubsOnAStick	grubs on a stick	0=Meat_Insect	MealsGrill	
FlavorText_Bacon	bacon	0=Meat_Pig	MealsGrill	
FlavorText_Meat_Pig_Chorizo	{0_adj} chorizo	0=Meat_Pig/Soy/Meat_Dryad 1=Chili	MealsGrill	
FlavorText_Buldak	buldak	0=Meat_Poultry 1=Chili	MealsGrill	
FlavorText_Yakitori	yakitori	0=Meat_Poultry	MealsGrill	
FlavorText_Grilled_Meat_Seafood	grilled {0_coll}	0=Meat_Seafood	MealsGrill	
FlavorText_Smoked_Meat_Seafood	smoked {0_coll}	0=Meat_Seafood	MealsGrill	poste:Fire
FlavorText_MeatRaw_Vegetable_ShishKebab	{0_adj} {1_adj} shish kebab	0=MeatRaw 1=Vegetable	MealsGrill	poste:Fire
FlavorText_Barbecued_MeatRaw	barbecued {0_coll}	0=MeatRaw 1=PlantFoodRaw/AnimalProductRaw	MealsGrill	poste:Fire
FlavorText_Jerk_MeatRaw	jerk {0_coll}	0=MeatRaw 1=Chili 2=Spice	MealsGrill	
FlavorText_PullusFusilis	pullus fusilis	0=MeatRaw 1=Meat_Poultry 2=Oat	MealsGrill	
FlavorText_Teriyaki_MeatRaw	teriyaki {0_coll}	0=MeatRaw 1=Sugar	MealsGrill	
FlavorText_MudCookies	mud cookies		MealsKinds	
FlavorText_Soft-Boiled_Egg	soft-boiled {0_coll}	0=Egg	MealsNonSpecial,MealsBaby	
FlavorText_FondantPotatoes	fondant potatoes	0=Potato 1=Dairy	MealsNonSpecial,MealsBake	
FlavorText_FondantPotatoes_2	fondant potatoes	0=Potato 1=MeatRaw/PlantFoodRaw	MealsNonSpecial,MealsBake	
FlavorText_Meat_Poultry_AndWaffles	{0_coll} and waffles	0=Meat_Poultry 1=Grain 2=Egg	MealsNonSpecial,MealsDeepFry	
FlavorText_PlateLunch	plate lunch	0=MeatRaw 1=Rice 2=Grain	MealsNonSpecial,MealsDeepFry	
FlavorText_PlateLunch_2	plate lunch	0=MeatRaw 1=Rice 2=Ingredients	MealsNonSpecial,MealsDeepFry	
FlavorText_Crepes	crepes	0=Grain 1=Egg 2=Dairy	MealsNonSpecial,MealsDessert	
FlavorText_MeatRaw_MeatRaw_Sausage	{0_adj} {1_adj} sausage	0=MeatRaw 1=MeatRaw	MealsNonSpecial,MealsGrill	
FlavorText_MeatRaw_PotRoast	{0_adj} pot roast	0=MeatRaw 1=PlantFoodRaw	MealsNonSpecial,MealsGrill	
FlavorText_MeatRaw_Sausage	{0_adj} sausage	0=MeatRaw 1=AnimalProductRaw	MealsNonSpecial,MealsGrill	
FlavorText_MeatRaw_Stuffed_Fungus	{0_sing} stuffed {2_coll}	0=MeatRaw 1=MeatRaw 2=Fungus	MealsNonSpecial,MealsGrill	
FlavorText_MeatRaw_MeatRaw_SausageWithGravy	{1_adj} {0_adj} sausage with gravy	0=MeatRaw 1=MeatRaw 2=Dairy	MealsNonSpecial,MealsGrill	
FlavorText_MeatRaw_MeatRaw_SummerSausage	{1_adj} {0_adj} summer sausage	0=MeatRaw 1=MeatRaw 2=Sugar	MealsNonSpecial,MealsGrill	
FlavorText_GarbagePlate_2	garbage plate	0=MeatRaw 1=Potato 2=Chili/Tomato/Onion	MealsNonSpecial,MealsNoodle,MealsDeepFry	
FlavorText_GarbagePlate	garbage plate	0=MeatRaw/Onion 1=Potato 2=Egg/Grain	MealsNonSpecial,MealsNoodle,MealsDeepFry	
FlavorText_Pickles	pickles	0=Cucumber	MealsNonSpecial,MealsSalad	
FlavorText_Vegetable_Achar	{0_adj} achar	0=Vegetable/MeatRaw/Fruit 1=Fruit	MealsNonSpecial,MealsSalad	
FlavorText_BreakfastBurrito	breakfast burrito	0=Ingredients 1=Egg 2=Grain	MealsNonSpecial,MealsSandwich	
FlavorText_Musakhan	musakhan	0=Meat_Poultry 1=Wheat 2=Seed	MealsNonSpecial,MealsSandwich	
FlavorText_ChipsWithGuacamole	chips with guacamole	0=Avocado 1=Corn	MealsNonSpecial,MealsSnack	
FlavorText_Guacamole	guacamole	0=Avocado	MealsNonSpecial,MealsSnack	
FlavorText_SugarFromAnimals-Sing-Glazed_Fungus	{1-sing}-glazed {0_coll}	0=Fungus 1=SugarFromAnimals	MealsNonSpecial,MealsStirFry	
FlavorText_AnimalProductRaw_Cups	{0_adj} cups	0=AnimalProductRaw	MealsNonSpecial	
FlavorText_AnimalProductRaw_Pate	{0_adj} paté	0=AnimalProductRaw 1=AnimalProductRaw	MealsNonSpecial	
FlavorText_BoxtyWith_PlantFoodRaw	boxty with {1_coll}	0=AnimalProductRaw 1=PlantFoodRaw 2=Potato	MealsNonSpecial	
FlavorText_Alloco	alloco	0=Banana	MealsNonSpecial	
FlavorText_MoinMoin	moin moin	0=Bean 1=Onion/BellPepper/Chili	MealsNonSpecial	
FlavorText_MoinMoin_2	moin moin	0=Bean 1=Onion/BellPepper/Chili 2=MeatRaw/Egg	MealsNonSpecial	
FlavorText_Coleslaw	coleslaw	0=Cabbage	MealsNonSpecial	
FlavorText_Kimchi	kimchi	0=Cabbage 1=Chili	MealsNonSpecial	
FlavorText_Hutspot	hutspot	0=Carrot 1=Onion 2=Potato	MealsNonSpecial	
FlavorText_Vegetable_WithHummus	{1_plur} with hummus	0=Chickpea 1=Vegetable	MealsNonSpecial	
